Type,text,text,obo id,doi,text,obo id,integer,integer,integer,obo id,float,float,float
624,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,58966,29211,0,UBERON:0003509,1417.4375,10.62132289,0.297729171
623,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,58486,29364,0,UBERON:0003509,2521.21875,11.30541905,0.244249261
622,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,44226,29071,0,UBERON:0003509,321.9375,7.850159234,0.428450674
621,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,37805,29068,0,UBERON:0003509,350.84375,9.154916712,0.405958602
620,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,34210,29288,0,UBERON:0003509,16741.09375,47.47236038,0.124287308
619,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,58252,29113,0,UBERON:0003509,1147.96875,13.58537817,0.147217102
618,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,37720,29075,0,UBERON:0003509,589.9375,11.5,0.302009652
617,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,59073,29038,0,UBERON:0003509,435.375,10.55047392,0.247389515
616,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,59248,29193,0,UBERON:0003509,2345.125,16.93000295,0.177814419
615,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,58675,29215,0,UBERON:0003509,2637.59375,14.4676363,0.406721667
614,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,50845,29104,0,UBERON:0003509,3120.375,17.2789612,0.277930086
613,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,37603,28956,0,UBERON:0003509,1025.375,10.92016483,0.267960697
612,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,58722,28918,0,UBERON:0003509,1287.71875,11.71804165,0.172005229
611,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,53932,28768,0,UBERON:0003509,145.34375,6.5,0.364878192
610,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,29843,28812,0,UBERON:0003509,4517.625,28.53178053,0.14450923
609,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,43676,28724,0,UBERON:0003509,725.34375,9.762812095,0.307288512
608,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,17341,28774,0,UBERON:0003509,5414.84375,21.39655346,0.130632486
607,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,58087,28854,0,UBERON:0003509,2291.03125,12.29074855,0.328610872
606,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,58270,28724,0,UBERON:0003509,1225.125,13.26885451,0.241283987
605,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,41506,28614,0,UBERON:0003509,316.65625,9.031195934,0.364097583
604,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,58514,28738,0,UBERON:0003509,1863.90625,14.4676363,0.386391379
603,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,40924,28592,0,UBERON:0003509,245.875,7.75,0.161290323
602,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,57896,28845,0,UBERON:0003509,2251.375,16.50189383,0.124928256
601,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,41869,28579,0,UBERON:0003509,484.53125,10.89151046,0.230681402
600,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,37011,28562,0,UBERON:0003509,353.34375,8.923284149,0.297820445
599,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,36813,28556,0,UBERON:0003509,523.40625,9.804335776,0.183875346
598,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,59075,28695,0,UBERON:0003509,2456.9375,11.52443057,0.253910591
597,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,35095,28799,0,UBERON:0003509,7898.90625,26.73597763,0.347866001
596,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,56996,28511,0,UBERON:0003509,198.5625,6.041522987,0.206901472
595,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,58619,28559,0,UBERON:0003509,1540.4375,14.10895106,0.214102486
594,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,41497,28470,0,UBERON:0003509,715,11.87960437,0.491288143
593,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,53993,28464,0,UBERON:0003509,123.96875,5.153882032,0.325395687
592,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,37294,28460,0,UBERON:0003509,774.375,12.06492851,0.236258222
591,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,36267,28699,0,UBERON:0003509,25946.84375,49.81277447,0.355732949
590,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,53716,28414,0,UBERON:0003509,1960.03125,18.55060646,0.202149725
589,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,53905,28307,0,UBERON:0003509,558.6875,10.82243041,0.248796463
588,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,60013,28324,0,UBERON:0003509,1029.8125,17.23550115,0.219499651
587,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,58337,28395,0,UBERON:0003509,3142.59375,24.0637175,0.181437565
586,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,53890,28123,0,UBERON:0003509,475.59375,10.75,0.256868861
585,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,34128,28120,0,UBERON:0003509,1091.625,16.25,0.137604183
584,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,54056,28527,0,UBERON:0003509,6454,19.27595653,0.19280585
583,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,14858,28076,0,UBERON:0003509,245.40625,8.050621094,0.198839449
582,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,59778,28211,0,UBERON:0003509,1710.25,12.33389638,0.32996103
581,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,30692,28097,0,UBERON:0003509,2324.125,15.49596722,0.086880101
580,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,42939,28040,0,UBERON:0003509,1764.1875,12.48248773,0.311563478
579,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,59963,28017,0,UBERON:0003509,951.25,12.02341466,0.291840323
578,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,39409,27929,0,UBERON:0003509,130.6875,5.153882032,0.216930458
577,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,54125,27982,0,UBERON:0003509,797.6875,11.70469991,0.210361177
576,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,59852,27905,0,UBERON:0003509,171.34375,6.427480066,0.320740444
575,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,35573,27953,0,UBERON:0003509,1515.40625,19.54641911,0.181780999
574,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,58457,28020,0,UBERON:0003509,2267.15625,12.75,0.338483853
573,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,60087,27796,0,UBERON:0003509,265.78125,8.835298524,0.084886775
572,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,58584,28041,0,UBERON:0003509,3311.90625,14,0.407205509
571,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,53736,27805,0,UBERON:0003509,524.25,11.55962802,0.151388954
570,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,42822,27759,0,UBERON:0003509,352,9.360822613,0.28764378
569,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,35056,28071,0,UBERON:0003509,22571.71875,55.2522624,0.433828993
568,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,38691,27785,0,UBERON:0003509,728.875,10.40732915,0.384344527
567,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,46161,27767,0,UBERON:0003509,500.34375,9.617692031,0.367607311
566,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,60972,27738,0,UBERON:0003509,73.28125,3.25,0.230769231
565,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,13846,27729,0,UBERON:0003509,514.09375,11.40175425,0.202151885
564,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,56391,27827,0,UBERON:0003509,1671.65625,9.192388155,0.414243447
563,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,42462,27718,0,UBERON:0003509,593.53125,12.91559135,0.387129003
562,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,47142,27715,0,UBERON:0003509,670.3125,10.43132302,0.470862676
561,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,31293,27685,0,UBERON:0003509,1568.9375,17.36555499,0.348497887
560,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,46879,27617,0,UBERON:0003509,617.46875,8.951256895,0.474793657
559,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,59881,27722,0,UBERON:0003509,2316.3125,12.7008858,0.212911406
487,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,58336,27537,0,UBERON:0003509,620.90625,12.27293771,0.101850105
558,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,46061,27495,0,UBERON:0003509,1176.6875,14.25,0.386363431
557,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,47150,27475,0,UBERON:0003509,333.40625,9.581883948,0.130454513
556,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,58898,27872,0,UBERON:0003509,6940.71875,19.05911855,0.265600645
555,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,46829,27456,0,UBERON:0003509,683.5,10.25,0.142218339
554,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,60906,27476,0,UBERON:0003509,686.71875,10.52675164,0.1424941
553,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,46594,27425,0,UBERON:0003509,958.5,10.98294132,0.160955695
552,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,17171,27387,0,UBERON:0003509,453,8.806957477,0.089766462
551,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,47168,27353,0,UBERON:0003509,393.25,8.732124598,0.34474985
550,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,46847,27338,0,UBERON:0003509,886.40625,10.83108951,0.212802794
549,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,46545,27313,0,UBERON:0003509,575.9375,11.36331818,0.3351034
548,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,47357,27280,0,UBERON:0003509,471.34375,9.192388155,0.182439096
547,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,47244,27236,0,UBERON:0003509,493.8125,11.16355678,0.134365779
546,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,59863,27324,0,UBERON:0003509,976.84375,8.678277479,0.201652921
545,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,53876,27230,0,UBERON:0003509,638.4375,13.35337036,0.154384456
544,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,46650,27199,0,UBERON:0003509,592.9375,8.050621094,0.465802571
543,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,47690,27182,0,UBERON:0003509,611.6875,8.503675676,0.302681762
542,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,28399,27283,0,UBERON:0003509,4153.84375,27.52839443,0.09823179
541,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,32056,27234,0,UBERON:0003509,3236.34375,23.44408241,0.120645674
540,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,46317,27179,0,UBERON:0003509,577.34375,9.370832407,0.304182002
539,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,47052,27160,0,UBERON:0003509,808.28125,10.25304833,0.30160096
538,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,53882,27762,0,UBERON:0003509,9486.875,29.04522336,0.137716276
537,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,48203,27134,0,UBERON:0003509,737.8125,10.37123426,0.313366753
536,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,46621,27127,0,UBERON:0003509,629,9.905806378,0.20347303
535,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,47515,27108,0,UBERON:0003509,626.34375,10,0.246221445
534,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,47910,27090,0,UBERON:0003509,1421.28125,12.27293771,0.509250527
533,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,48111,26937,0,UBERON:0003509,4067.96875,20.71533249,0.25827409
532,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,54239,26934,0,UBERON:0003509,1328.90625,11.87697352,0.267911729
531,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,54177,26815,0,UBERON:0003509,445,11.31923142,0.220863052
530,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,30951,26806,0,UBERON:0003509,1411.75,12.07528468,0.187477674
529,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,48128,26716,0,UBERON:0003509,528.5,10.5,0.166666667
528,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,26368,26909,0,UBERON:0003509,6749.21875,29.23183196,0.283132193
527,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,39301,26690,0,UBERON:0003509,1525.90625,19.26947067,0.194608356
526,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,21493,26635,0,UBERON:0003509,720.65625,10.3350133,0.0872169
525,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,48672,26640,0,UBERON:0003509,7166.03125,22.78431478,0.241394137
524,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,29253,26513,0,UBERON:0003509,500.25,11.1383347,0.130875756
523,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,19254,26405,0,UBERON:0003509,663,13.17431213,0.060008402
522,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,25844,26447,0,UBERON:0003509,1259.09375,14.48490594,0.104984502
521,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,36972,26400,0,UBERON:0003509,1091.65625,15.90793827,0.283313841
520,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,61391,26400,0,UBERON:0003509,829.1875,10.7383658,0.354605778
519,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,27999,26357,0,UBERON:0003509,645.25,10.06541107,0.439420852
518,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,39131,26352,0,UBERON:0003509,856.3125,13.20037878,0.203977662
517,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,36767,26360,0,UBERON:0003509,1433.28125,14.07568826,0.196177992
516,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,60022,26677,0,UBERON:0003509,7044.03125,19.48236382,0.130862445
515,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,56736,26288,0,UBERON:0003509,962.375,10.2774024,0.291902553
514,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,58654,26366,0,UBERON:0003509,2361.5625,11.06797181,0.158113883
513,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,28039,26228,0,UBERON:0003509,1212,11.84535774,0.141578753
512,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,22610,26125,0,UBERON:0003509,302.25,8.050621094,0.111965003
511,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,24114,26356,0,UBERON:0003509,7881.75,31.27499001,0.312671678
510,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,43722,26074,0,UBERON:0003509,462.3125,9.915266008,0.285259833
509,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,29380,26063,0,UBERON:0003509,568.03125,10.26218788,0.100444118
508,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,60240,26321,0,UBERON:0003509,5913.25,23.79732128,0.140159305
